text,star
극재미를 위해 희생된 리얼리티.,0
첨부터 끝까지 웃다가 나옴,1
"야, 통일한국 한다고 제재 받는다는 거 자체가 말이 된다고 생각하고서 이딴 스토리 짰냐? 그리고 통일은 선이냐? 정의냐? 왜 통일반대하는게 무슨 절대악이라도 된 것마냥 스토리가 돌아가냐? 민좆주의뽕에 통일뽕으로 밀어붙이면 다 될줄 알았음?",0
한예리라는 한국 영화의 보물을 이렇게 써먹을거면 차라리 등장과 동시에 죽여줘..,0
영화에서 두분의캐미는  별로에요,0
어머니랑 함께봤는데 너무 재밌게 봤어요,1
와 이 10점은 10점이 아니라 10점 입니다 ^^,1
그냥 재밌음호불호가 있을 듯,1
좌빨갱이들이 만들어가는 빠알간 세상에서 적폐로 살아가는 기분이 어떠한지를 한 무명배우의 호된 꾸짖음에서 깨우칠 수 있는 개 줡같은 영화,0
처음부터 끝까지 재밌었던 영화!!!보는 내내 너무 즐거웠어요감사합니다,1
완전 웃기고 재밌어요!!! 박장대소 하면서 봤네요 ㅎㅎ 스트레스 확 풀려요 ㅎㅎ,1
진짜계속웃었어요ㅋㅋㅋ존꿀잼~~!!,1
개미친 돌은영화  개웃김 진짜웃김 감정팔이없어서 더 좋다,1
간만에 재미있고 유쾌한 영화봣어요,1
딱 심심할 때 보면 재밌는 영화!배우들의 연기가 재밌다,1
난 김무열이 너무 좋은 걸,1
진짜 최근본영화중이 이만큼 재미없고 돈아까운 영화도 오랜만 ㅠㅜ,0
솔작하 원작 소재가 없어서 그런것 같은데 애니매션을 영화를 만들려면 한계가 있고 그거 다빼고 평가를 하셔야죠  개인적으로  좋았어요 애니매션을 영화로 만든다는것은 한계가 있습니다시도조차도 만점 주고 싶지만 미흡한부분에서 1점추가해서평점남깁니다,1
부모님 모시고 갔는데 정말 재밌게 봤어요ㅋㅋ맨 앞자리라 진짜 자리 완전 불편했는데! 웃다보니 끝났네요 짱짱@,1
처음부터 끝날때까지 지루함이 없었던 영화입니다. 이건 꼭 보아야할 영화!! ;),1
최고! '스물' 만큼 재밌다,1
댓글보고 미션임파서블보러갑니다,1
류승룡식 유머 잼나요~스트레스 풀림^^,1
개꿀잼 두번 아니 세번 봐도 또 웃김 ㅋㅋㅋ,1
너도 와서 묶어ㅋㅋㅋㅋ,1
원작의 허무주의와 냉소가 인정에 졌지만 휴머니즘 엔딩도 나름 괜찮은 것 같다.  갑작스런 키스씬 빼고 멜로적 요소는 의외로 안 보임.,1
진짜...대박 이건진짜추천한다 빗말이아님 정말 여화관에서 그렇게 크게웃어본거 처음인듯  개봉날봤는데 주말에한번더볼꺼,1
처음부터 끝까지 웃다 나옴ㅋㅋㅋ,1
리뷰 잘 안쓰는데 너무 재밌어서 리뷰 남깁니다. 처음부터 끝까지 재밌고 스트레스 풀러 보러가기 딱 좋은 영화인거 같습니다!!,1
재밋다 킬링타임 굿 킹스맨 느낌 잼섯음,1
억지웃음은 아니고 조금씩 계속 재밌었어요~,1
실컷웃다 왓음말도안되는 억지스러운 스토리지만킬링타임용으로 제격,1
귣굳숟숟숟 재밌었습니다 ㅎㅎ,1
나도 웃고 싶다 도대체 어디서 웃어야 되냐...하 진짜 개노잼,0
난~~~민이라고해!,0
걍 미션 임파서블 한번 더 보시길...,0
웃겨요 잼낫어요 억지가 좀있긴했지만 개그영화니까용,1
"맘껏 웃을 수 있었네요.지루할때쯤 터져주는 웃음들,나름 재미나게 봤어요.",1
"관람 40분까지 참고 보다가 나와버림.. 연기, 시나리오, 분위기, 캐스팅, 개연성, 연출 등등 내 평생에 제일 재미 없었던 영화.. 너무 분노하여 댓글 남기지 않을 수 없는 영화..! 개그콘서트보다 더 재미 없는 영화..! 별하나도 아까운 영화..",0
시간가는줄 모르고 봤다 재미 액션 두마리토끼 모두 다 잡은영화,1
아 열받아 난 리얼도못피하고 인랑도 못피했다,0
강동원 나오면 좀 오를줄 알았냐??ㅋㅋ,0
맘 비우고 실컷 웃고 왔어여~~~~^^,1
"직업정신, 퇴직금, 좀비.",1
기대 안하고 봐서 그런지 넘 재미 있게 봤어요. 간만에 많이 웃음.ㅎㅎ,1
1점이 최하라서 1점을 줍니다. 진짜 시간도 아깝고 댓글 쓰는 시간도 아깝지만 이거 보려고 고민하시는 분이 제발 본인의 시간과 돈을 아끼길 바라며 씁니다.,0
찰진 연기에 감탄 하고 웃었습니다~강추합니다 꼭 보세요~^^,1
애초 cj에서 작정하고 명절상품 기획한건데 스크린독점에 인상찌푸려진다 영화도 아..이게 웃기다?잔타만몇개치고 너무 유치하기만할뿐,1
원작을 이리 만들다니 ㅜㅜ,0
보는 내내 웃다 나왔어요-사회 여러 문제를 무겁지않게 녹여놓은 것도 좋았어요:),1
진짜 재밌게 잘봤어요><,1
너무 재밌게 잘 봤습니닼ㅋ,1
리얼급 영화..미션임파서블 볼걸,0
빵터짐ㅋㅋㅋㅋ 온가족 보러가세요,1
진짜재미있어요.후회하지 않아요ㅎㅎ최근 젤 웃으면서 본 영화입니다.너무 재미있어요ㅎㅎ,1
"내용은 별거없는데, 가볍게 보기좋고 웃음을 원하다면 이영화를 추천!! 정말 재밌게 봤어욧ㅎㅎ",1
소소히 재미있었습니다.,1
그먕 말이필여없다 그냉 이무말 말고 봐,1
두 시간 동안 웃다 왔네요 너무 재밌게 봤습니다!,1
말도안돼!!! 이 영화가 재밋다고~?차라리 옛날 영구와땡칠이가 더 났겠다~ 에휴~돈 졸졸졸 아까움!! 그냥 딱 비디오 영화영화관에서 보면 돈 졸라 아까움돈 많은 사람은 꼭 보러가기 바람(돈 많으니까~좀 버리고 오길...),0
1점도 아까운 영화..,0
새로운 웃음코드네요~나름 신선했어요,1
다들 빵빵터지고 마지막이 조금 아쉬움,1
지루할틈없이 웃다가 끝난영화탄탄한배우들의 빈틈없는 연기력까지캐릭터 소화를 잘하신것같아요너무 재밌게 스트레스풀며 봤어요,1
뻔한 내용이긴 한데 너무 재밌게 봤어요 ㅎㅎㅋㅋ,1
"아 진짜 오랫만에 눈물까지 찔끔거리며 제대로 된 웃기고 재미있는 영화봤습니다.ㅋㅋ진짜웃김 꼭보세요배우 하나하나 다들 연기 진짜 짱이고 경찰,소상공인,남편,아내의 애환까지 ..ㅋ깨알대사ㅋ그리고 센스있는 영화 패러디부분까지 ..와 미쳤다 진짜",1
노잼 노잼 노잼!!!!,0
"방금 보고왔는데 재미있던데요.평점이 낮아서 기대 안했는데 나름 시간 가는줄 모르고 재밌게 봤습니다. 호불호가 갈리긴 하지만 각자 취향이 있으니...액션신도 좋고 배우들 연기도 좋고, 스토리도 단순한게 어렵지않아 좋았습니다.직접 보세요.",1
아 정말 너무재밌게봤습니다 정말 영화보는내내 웃었네요 다들 연기 너무잘하셔서 ㅋㅋㅋ 진짜 간만에 소리내서 웃으면서 봤네요 ㅋㅋㅋ별5개!!!,1
웃겨요 짱짱 여름에 개봉했으면 더 짱이였을듯,1
인내심 테스트하기 딱좋아,0
배우 한분 한분 매력으로 똘똘뭉친 가족같은영화,1
1점도 아까운  쓰.래.기,0
처음부터 끝까지 웃김 ㅋㅋ 정말 오랜만에 영화 봤는데 성공적!!!!^^,1
사실 말도 안되는 전개이지만 ..그냥 나 웃고오고싶다 하는분들께 추천 ㅎㅎ,0
인크레더블 두번 볼껄... 돈아까움,0
"영화에도 댓글알바들 있나?별점 테러라니..미션임파서블보다 한 수 위의 영화다운 작품성이 느껴짐.마지막 인랑의 대사, 이제는 조직의 명령에 따르지 않고 자신의 주체적 판단에 따르겠다는 말에선 세월호가 떠올랐다.악소문이 좋은 입소문으로 밝혀질 걸?",1
잘나신 평론가님들 평론 좀 하세요 눈치 보시나요?,1
너무재밌어요 ㅋㅋㅋ 인생코믹영화,1
이제까지 이런 영화는 없었다코미디인가 액션인가 네 극한직업 입니다,1
아이 낳고 신랑이랑 근 5년만에 본 영화였습니다.정말 시간가는 줄 모르게 웃었고 행복했습니다??너무나 좋았어요. 오랜만에 영화를 봐 이렇게 영화값이 비싸졌나 하고 들어갔는데 이정도의 재미와 기쁨 행복을 주는 영화 하나도 돈 아깝지 않았어요^^,1
처음부터 끝까지 간만에 웃고 나왔네요,1
진짜 너무 재밌어요 ㅜㅜ,1
"평점 5점의 영화는 절대 아닌데 말이죠 ㅎㅎ 나름 볼만 헀습니다. 개인차겠죠,. 원작보신분들이야 실망 하시겠지만 원피스를 영화로 만든다면 스필버그 감독도 소화가 될까요?",1
배우의 미스 캐스팅. 사과하기 전에는 하지말아야,0
믿고보는 이병헌표 코미디!!! 기대안하고 봤는데 진짜 꿀잼임 강추함!!!,1
신선하고 재밌어요~~~,1
스토리는 좀 부족해도 배우들 보는 맛,1
지금껏 본 영화중 웃긴걸로는 최고다,1
뭐가 재밌다는 건지 정말 모르겠다,0
예고편도 안보고 아무 기대없이 봤는데 정말 재밌게 봤어요 남편도 재밌었다고ㅋㅋ,1
그냥 볼만함 기대보다는덜웃긴듯,1
정말 재밌게 봤습니다ㅠㅠ 연출이 너무 센스 있어요 ㅋㅋ 을 버스 아니야 스쿨버스야!!!,1
완전완전꿀잼~^^ 소재신선 배우들연기궁합 만점..보는내내 계속웃다정신못차리다갑니다. 꼭봐야함주연이나조연이나악연이나 연기다존잘함. 천만가즈아,1
"기대했는데 인과관계도 이상하고한효주는 붕떠 보이고반정부시위만 나와서 통일찬성이 없어극심한 혼란이라기엔 그냥 무능한 정부고특기대는 초반에 그것도 큰 임팩트도 없고너무 늘어지고, 난 누구였냐?",0
정말 재미있게 봤습니다,1
좌좀 새 기들 영화가 그렇치 ㅋㅋㅋㅋ 안보고 1점 줌 ㅋㅋ,0
배아프다 너무웃어서 병원값 주세요,1
진짜 너무 자미있다는 말 밖에 안나옵니다,1
스물 감독 ㅎ2  ㅎ2 ㅎ2,0
넘나라  존잼입니다...ㅏ,1
더위를 피했지만 인랑은 못피했으....ㅆ..ㅂ,0
재밌게 웃을 수 있어서 좋았지만 전형적인 한국 영화 느낌.특히 마지막에 한명씩 소개할 때 오글거렸음.,1
큰 기대없이 봤는데 괜찮았어요 ㅎㅎ,1
오십칠년만에 처음으로 가족함께 관람하였다!!!,1
웃다가나왔네요ㅋㅋㅋ,1
시간 가는줄몰랐다  자느라고,0
음 너무기대해서그런가 그냥그랬다 이하늬의섹시함이 너무없어서 보는 내내짜증났다ㅜ,0
기대했던것보다 일만배 재미지다 뻔한 스토리인데 맘껏 웃을수 있는 영화! 오랜만에 재미졌다,1
웃음코드가 사람마다 달라서 그런지저는 많이 못 웃었는데 다른 관란객분들은 많이들 웃으시더라구요가볍게 보기 좋은 영화입니다!,1
핵 꿀잼!!!! 가족들도 다 엄청 재밌어함,1
이병헌 감독의 출세작이 될 영화2019년 설연휴 극장가를 책임질 영화류승룡의 슬럼프를 깨뜨릴 영화,1
그냥....내돈..ㅠㅠ,0
아무리 열린 시각으로 봐도 당최 이게 뭐 하는건지 모르겠다,0
걍 킬링타임용이네요 재밌었습니다,1
개노잼 까지는 아니었음. 강동원의 심리상태는 그렇다 쳐도 내용의 중심이되는 빨간망토 이야기의 결말이랑 완전히 상반되서 아쉬웠음 해석을 다르게 했음 좋았을 것을.. 애니를 먼저 봐서 모른지 영화가 더 지루하지 않고 디테일 한 면이 살아나서 좋았음,1
오랜만에 재밌게 본 영화였어요!,1
평점 너무 높다. 킬링타임용으로 가볍게 웃으며 볼만했지만 9점이상은 아닌듯. 재밌다는 얘기를 너무 들어서인지 기대가 커서 약간 실망.초중반까지는 괜찮았는데 끝날무렵 후반부부터 나에겐 지루. 류승룡과 신하균 이 둘의 연기력은 상당히 좋다고 느꼈네요.,0
재미있고 유쾌했어요. 류승룡 돌아왔네!,1
영화 보는내내 배꼽빠지는줄ㅎ,1
과하지않게 웃기려고 오버안해도 그냥웃긴영화ㅋㅋㅋㅋ배우들 다웃겨요ㅋㅋ,1
남편이 뒤집어지게 재밌대요ㅋㅋ,1
아무생각없이 웃고 싶다면 최고의 코믹 액션 영화.,1
설연휴 스트레스 확 다 날려버릴 인생영화였어요류승룡님만의 연기 진짜 최고 그리고 진선규님 사랑합니다,1
음..어차피 기대않고 수험생에게 웃음주려고 보여준건데..6.5줌..류승룡 웃음포인트는 분명 있는데 나머진 액션씬들과 뭐...상영관에서 우린 그나마 류승용때매ㅋㄷㅋㄷ했는데 웃는사람이 적어서 크게 못 웃음.명절 스페셜 TV무비로 굿,1
짱웃겨넘웃겨진짜웃겨,1
이게 웃기다고? 진짜 너무 재미없는데,0
한국 코미디 파이팅!!!!,1
이런 쓰레기 영화를 왜봄?정우성이 돈주고 난민들이랑 보라고해라,0
재밌게  봤습니다. 뭐 즐기려고 영화를 보는거라 저라 비슷한 생각에 영화보신다면 최고입니다.,1
아 술먹고보다 잠들었다 OO... 다시봐야겠네,1
우리가족은 나와서 왜 치킨이 아닌 소고기가 먹고 싶었는지...  ㅎㅎ 어찌됐든 소상공인 살리는 영화네요..,1
줄거리도 모른채 가길바란다. 그러면 왜이영화가 재밌는지 더욱 알게 될 것이다.,1
오늘 보고 왔는데 진짜 웃겨요ㅋㅋ 정말 유쾌하게 봐서 기분 좋은영화예요.,1
극한직업 존잼 꿀잼ㅠㅠ 내stㅋㅋ,1
시간가는 줄 모르고 보는 코미디영화!,1
베테랑 코믹버전ㅋㅋ 생각없이보기에 딱 좋아요,1
진짜 간만에 깔깔대며봤다.억지없이  마치 웹툰을보는듯한 병맛미ㅋㅋㅋ,1
영화인가 코미디인가 지금까지 이런영화는 없었다 ‘극한직업’,1
뭐냐이게...있어보이는척영화전체가 오글거림,0
이제부터 믿고 거릅니다 ㅎㅎ,0
기분이 꿀꿀해도 이 영화보면 터진다 믿어보슈,1
전혀 지루하지 않고 얼마남았나 생각도 안 드는 영화였어요!! 캐릭터들 다 매력있고 재밌어요 ㅋㅋㅋ 강추,1
한효주 보는 재미가 쏠쏠해서 그럭저럭 봤는데..다만 이게 왜 SF영화인지는 정말 모르겠네요...,1
재밌고 볼거리도 많았구 돈과 시간이 전혀 아깝지 않았던 영화 관람~!,1
신파없이 가볍게 볼수 있어 좋았어요~,1
"재밌기만 하고만, 인간적으로 리얼이랑 비교하며 평점테러하는 인간들 보긴했니?",1
오늘 보고왔는데!! 재미있어요!! 구냥 가서 웃으면 되용,1
존나 볼거 없을때 보는 영화,0
빵빵터지면서 웃다가 갑니다! 영화관에서도 웃음꽃이 활짝 피었어요!,1
재밌어요 배우들 연기도 매력적이고,1
지인에게 추천할만한 영화다가벼운거 같으면서도 딱 잡아주는 느낌,1
진짜 2시간내내 빵터졌습니다!!쫄잼@!,1
재미있었어요~ㅋㅋㅋ,1
쓰레기영화...욕 나온다,0
생각보다 훨~~~~씬 웃기고 재밌네요.끝까지 웃기가 쉽지 않은데 끝까지 박장대소 함.감독이 천재인듯.,1
기대했던 영화인데 평점이 안좋아서 기대안하고 봤지만 생각보다 평타는친거같다.  영화가 너무 길어서 지루한감은 있었지만 액션씬은 공들인거 같고 웃음기 하나도 없고 끝까지 진지하게 간것이 지루하게 간거같다.,1
이정도로 까일 영화는 아님,1
인랑의 실패  요인은  절대 배우탓이 아니라고 생각든다 마모루 오시이 작품을 너무 쉽게 상업 영화로만 바꾸려든 감독의 잘못된 선택일 뿐  물론 감독 또한 상업영화와 자신이 도전해보고 싶은 과제 두마리를 잡고 싶었겠지만  무리한 선택이었다  생각듬,0
